0.51,0.06,1.54
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.46,-0.09,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.46,-0.09,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.46,-0.09,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
-0.44,-0.11,1.55
